ID,SMILES,pIC50,Set
576,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1,7.545757490560675,Train
577,COc1cc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,5.3872161432802645,Train
578,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,5.293282217663242,Train
579,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,7.096910013008056,Train
580,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,8.480763439685022,Train
581,NNc1ccccc1,5.8198741248359465,Train
582,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,8.299988937677888,Train
583,NS(=O)(=O)c1ccc(/N=C/c2ccc(O)c(C(=O)O)c2)cc1,6.130768280269024,Train
584,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1,6.0,Train
585,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,5.7447274948966935,Train
586,Cc1ncc(-c2ccc(C(C(=O)Nc3cccc(CC(C)C(=O)O)c3C)C3CCCC3)cc2)cc1F,7.042871802323187,Train
587,[2H]C([2H])([2H])c1cc(Br)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,7.4089353929735005,Train
588,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2Cl)cc1,6.113509274827518,Train
589,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,5.180456064458131,Train
590,CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,6.494850021680094,Train
591,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.821891432890133,Train
592,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,5.301029995663981,Train
593,C/C(=N\NC(N)=S)c1nnn(-c2ccc(F)cc2)c1C,7.154901959985743,Train
594,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1,6.661196523639753,Train
595,C[C@@H]1OC(O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,3.221848749616356,Train
596,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,6.154901959985743,Train
597,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,9.30102999566398,Train
598,Cc1c(CCC(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(CC(C)C)c2)c(F)c1)C1CCC1,7.85078088734462,Train
599,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,5.238285979572167,Train
600,Cc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)coc2=O)cc1,6.318880942313708,Train
601,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@]1(C)O[C@@H]1C)[C@@H](OC(C)=O)/C(C(=O)O)=C\[C@H]1O[C@H]1[C@]1(C)O[C@H]21,6.3979400086720375,Train
602,Cn1cccc1C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,7.346787486224656,Train
603,Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl,8.521435901161594,Train
604,NC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1cn(-c2ccccc2)nc1-c1ccccc1,5.962573502059376,Train
605,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,4.587640267631869,Train
606,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,6.027758663924915,Train
607,Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,6.346787486224656,Train
608,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,8.619788758288394,Train
609,O=C(CCn1sc2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,3.888195416320885,Train
610,Cc1c(CC(=O)OCCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,6.958607314841775,Train
611,CCc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,6.065501548756432,Train
612,CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,3.938547520912807,Train
613,CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.795880017344075,Train
614,CN(C)c1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,5.981483029254318,Train
615,Cc1c(CCOCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,7.769551078621726,Train
616,COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.060480747381382,Train
617,Cc1ccc(C(=Cc2ccc(S(C)(=O)=O)cc2)c2ccc(C)cc2)cc1,4.5003129173815966,Train
618,NS(=O)(=O)c1ccc(/C=N/c2ccccc2)cc1,5.507239610973162,Train
619,CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1,7.301029995663981,Train
620,COC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,6.853871964321762,Train
621,Cc1c(CCC(=O)O)cccc1NC(=O)[C@@H](c1ccc(-c2cncc(CC(F)(F)F)c2)cc1)C1CCCC1,7.221125527997261,Train
622,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C,4.657577319177793,Train
623,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCO3)cc1,7.678921132642886,Train
624,COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,6.6020599913279625,Train
625,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1,8.769551078621726,Train
626,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,5.769551078621726,Train
627,Cc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1,4.919734372660155,Train
628,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Cl)cc2)=N1,4.931814138253839,Train
629,NS(=O)(=O)c1ccc(-n2ncc(F)c2-c2ccccc2)cc1,5.33161408331,Train
630,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,5.6020599913279625,Train
631,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1,7.521435901161594,Train
632,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,7.958607314841775,Train
633,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1,8.850934947117631,Train
634,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,7.720675709517766,Train
635,Cc1ccc(-c2cc(C(=O)OCCOc3cc(=O)oc4ccccc34)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.309803919971486,Train
636,CS(=O)(=O)c1ccc(C2=C(c3ccc(CO)cc3)CCC2)cc1,5.492424780623096,Train
637,CCc1cncc(-c2ccc(C(C(=O)Nc3cccc(CCC(=O)O)c3C)C3CCCC3)cc2)c1,7.106793246940152,Train
638,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,5.619788758288394,Train
639,NS(=O)(=O)c1ccc(/N=C/c2cccc(O)c2)cc1,5.555955204081924,Train
640,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1,6.6020599913279625,Train
641,c1ccc(-c2nn(-c3ccccc3)c3c2CCCC3)cc1,6.2441251443275085,Train
642,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,8.299988937677888,Train
643,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,8.096910013008056,Train
644,COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCCCO[N+](=O)[O-])c2C)cc1,6.259637310505756,Train
645,CCCSc1ccccc1OC(C)=O,4.180456064458132,Train
646,C#CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,6.481486060122112,Train
647,COc1ccc2c(c1)c(CC(=O)OCCNC(=O)OC(C)(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,7.346787486224656,Train
648,Cc1c(CCC(=O)O)cc(F)cc1NC(=O)C(c1ccc(-c2cncc(Cl)c2)cc1)C1CCCC1,5.924453038607469,Train
649,Cc1ncc(-c2ccc(C(C(=O)Nc3cccc(C(CC(=O)O)C4CC4)c3C)C3CCCC3)cc2)cc1Cl,7.496209316942819,Train
650,COc1ccc2c(c1)c(CC(=O)NOCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,7.301029995663981,Train
651,CCS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,5.484126156288321,Train
652,CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,5.752026733638193,Train
653,CC(C)Nc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,6.562566556202029,Train
654,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,9.356547323513812,Train
655,CCc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)ccc1OC,6.366531544420413,Train
656,CS(=O)(=O)c1ccc(-n2nc(COc3cccc(N4CCOCC4)c3)cc2-c2ccccc2)cc1,6.036212172654444,Train
657,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,7.795880017344075,Train
658,CS(=O)(=O)c1ccc(-c2nc(NC3CCCCC3)cc(C(F)(F)F)n2)cc1,6.610039135202278,Train
659,Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1,6.638140027612296,Train
660,CSc1cc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,4.462180904926726,Train
661,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2ccc(Cl)cc2)cc1,6.638272163982407,Train
662,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C#N)[nH]c2c1,5.961534212722172,Train
663,Cc1cc(=O)c(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,5.010102769187175,Train
664,Cc1cc(Cl)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,7.184075268920091,Train
665,CCCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.0,Train
666,CCOc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.040958607678906,Train
667,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,6.851941753915143,Train
668,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(N)cc2)cc1,6.7281583934635005,Train
669,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,6.327902142064282,Train
670,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(F)cc2)cc1,5.546681659952963,Train
671,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccnc2)cc1,2.1519000001387623,Train
672,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccccc2)c1,3.5376020021010435,Train
673,O=S(=O)(Nc1ccncc1Oc1ccccc1Cl)C(F)(F)F,6.823908740944319,Train
674,COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCO)c2C)cc1,5.958607314841775,Train
675,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1,8.0,Train
676,CC(=O)OCCCCCSc1ccccc1OC(C)=O,4.301029995663981,Train
677,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1,6.138337358989223,Train
678,Cc1c(NC(=O)C(c2ccc(-c3cncc(Cl)c3)cc2)C2CCC2)cccc1C(C)CC(=O)O,6.97061622231479,Train
679,Cc1ccc(S(=O)(=O)NCCOc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,4.096910013008056,Train
680,CC(C)(C)c1cc(-c2nsc(N=C(N)N)n2)cc(C(C)(C)C)c1O,4.568636235841013,Train
681,O=C(O)/C=C\C(=O)NNC(=O)CNc1ncnc2sc3c(c12)CCCC3,6.346787486224656,Train
682,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Br)cc1)C(=O)CC2,8.0,Train
683,Cc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,6.721246399047171,Train
684,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,8.521435901161594,Train
685,CS(=O)(=O)Nc1ccncc1Oc1cccc(Cl)c1,5.701146923590294,Train
686,COC(=O)[C@H](C)NC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,5.585026652029182,Train
687,NS(=O)(=O)c1ccc(-c2c(-c3ccc(OC(F)(F)F)cc3)nn3ncccc23)cc1,6.411168274405792,Train
688,C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.443697499232712,Train
689,Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.292429823902063,Train
690,CCCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,6.494850021680094,Train
691,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccsc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(OC)cc1,6.657577319177793,Train
692,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1,5.771057114718517,Train
693,COc1cc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,6.638272163982407,Train
694,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(F)cc2)c1C,7.301029995663981,Train
695,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,6.122468674143265,Train
696,COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,7.301029995663981,Train
697,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,5.735418270761922,Train
698,CC1(O)OC(=O)C(c2cc3ccccc3s2)=C1c1ccc(S(C)(=O)=O)cc1,6.187086643357144,Train
699,Cc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,6.914575898178345,Train
700,CS(=O)(=O)c1ccc(-c2sc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1,7.494850021680094,Train
701,CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,7.0,Train
702,COC(=O)CC1N(C(=O)Nc2ccccc2)C(=O)c2ccccc2S1(=O)=O,3.351347304868777,Train
703,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2-c2ccccc2)cc1,6.784318117920506,Train
704,Cc1ccc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.3979400086720375,Train
705,CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,5.330683119433887,Train
706,CC(C)CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,5.606310574670642,Train
707,Cc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(C)cc2)cc1,6.376750709602099,Train
708,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3ccccc3)n2)cc1,7.962573502059376,Train
709,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,5.140261433802853,Train
710,COc1cccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)c1,5.950781977329818,Train
711,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,5.096910013008056,Train
712,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)OCc1ccccc1)C(C)C)C(=O)O,6.522878745280337,Train
713,NC(=O)N1N=C(c2ccc(F)cc2)CC1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,5.962573502059376,Train
714,Cc1c(CCC(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(C(F)(F)F)c2)c(Cl)c1)C1CCCC1,7.460923901207224,Train
715,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,7.920457143142827,Train
716,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,7.639123537396505,Train
717,N#Cc1ccc(-c2cs/c(=N\C(=O)c3cccs3)n2-c2ccccc2)cc1,7.045757490560675,Train
718,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1,4.281498311132726,Train
719,NS(=O)(=O)c1ccc(/N=C/c2ccc(C(F)(F)F)cc2)cc1,5.337242168318426,Train
720,O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,5.698970004336019,Train
721,Cc1c(CCC(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(Cl)c2)cc1)C1CCCCC1,6.707743928643524,Train
722,O=C(O)C1=Cc2c(ccc(Cl)c2Sc2ccccc2)OC1C(F)(F)F,6.468521082957745,Train
723,Cc1cc(Cl)c(C)c2c1OC(C(F)(F)F)C(C(=O)O)=C2,6.6777807052660805,Train
724,Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,7.619788758288394,Train
725,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,7.0,Train
726,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Br)cc1,5.6020599913279625,Train
727,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(Br)cc2)cc1,4.579384229374235,Train
728,CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,4.907981529247203,Train
729,Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,5.959303300184228,Train
730,Oc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,7.0,Train
731,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1,6.552841968657781,Train
732,Cc1c(CC(=O)OCCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,7.161150909262744,Train
733,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,8.318487413361037,Train
734,CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,5.341035157335565,Train
735,Cc1c(CCC(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(C(F)(F)F)c2)cc1)C1CCC1,7.507417045466727,Train
736,COc1ccc2c(c1)c(CC(=O)Nc1ncc(C)s1)c(C)n2C(=O)c1ccc(Cl)cc1,5.3979400086720375,Train
737,O=C(O)C1=Cc2c(ccc(Cl)c2Oc2ccccc2)OC1C(F)(F)F,6.275724130399211,Train
738,CCCCN(CCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,4.996539467890494,Train
739,O=S(=O)(Nc1ccncc1Oc1ccccc1)C(F)(F)F,6.207608310501746,Train
740,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,6.769525533390127,Train
741,COc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)c(CO)c1,4.543633966870957,Train
742,COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,7.521435901161594,Train
743,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCN3CCOCC3)cc2-c2ccc(Cl)cc2)cc1,6.6020599913279625,Train
744,CCOC(OCC)c1ccc(/C=C2\CCC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,4.759201228882668,Train
745,COC(=O)CC1N(C(=O)Nc2nnc(C)s2)C(=O)c2ccccc2S1(=O)=O,3.096964303211503,Train
746,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccccc1,7.045757490560675,Train
747,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1,5.176525770829699,Train
748,CS(=O)(=O)Nc1cc2c(cc1Nc1ccc(F)cc1F)C(=O)CC2,6.0,Train
749,Cc1ccc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccccc3)c2c1,10.69897000433602,Train
750,CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCO3)cc1,6.853871964321762,Train
751,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,5.72584215073632,Train
752,COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCO[N+](=O)[O-])c2C)cc1,6.769551078621726,Train
753,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,6.469263204944301,Train
754,Cc1ccc(CNc2nc(-c3ccc(S(C)(=O)=O)cc3)nc(Cl)c2C)cc1,7.435333935747911,Train
755,CS(=O)(=O)c1ccc(-c2[nH]c(C#N)cc2-c2ccc(F)cc2)cc1,4.191114132640188,Train
756,Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)ccc1F,8.300509466670935,Train
757,Cc1oc(=O)n(-c2ccc(F)cc2)c1-c1ccc(S(N)(=O)=O)cc1,6.292217038739567,Train
758,Cc1cc(=O)c(Oc2ccc(F)c(F)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,5.353598234483218,Train
759,CC(C)(C)c1cc(/C=C\c2cccs2)cc2c1OCC2(C)C,7.455931955649724,Train
760,COc1ccc2c(c1)c(CC(=O)NCC(C)(C)CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,5.920818753952375,Train
761,Cc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,6.351667404869234,Train
762,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,5.7281583934635005,Train
763,CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](O)C(=O)OCC,4.259637310505756,Train
764,NS(=O)(=O)c1ccc(-n2nc(C(=O)Oc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2)cc1,5.6020599913279625,Train
765,COc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,6.619788758288394,Train
766,COc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,5.005243055412372,Train
767,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,8.431798275933005,Train
768,CS(=O)(=O)Nc1cc2c(cc1Oc1ccc(F)cc1F)C(=O)CC2,7.67778070526608,Train
769,CS(=O)(=O)c1ccc(C2=C(/C=C/c3ccc(F)cc3)C(=O)CC2)cc1,6.528995973488843,Train
770,NS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,5.400116927926312,Train
771,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,6.761439372640169,Train
772,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2Cl)cc1,5.18704321825132,Train
773,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(=O)(=O)N(C)C)cc2)co1,5.380000399499541,Train
774,Cc1c(CCOCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,7.823908740944319,Train
775,NS(=O)(=O)c1ccc(C2=C(c3cc(F)c(F)c(F)c3)CCC2)cc1,5.537602002101044,Train
776,O=C1CS/C(=N/c2nnc(-c3ccc(Br)cc3)s2)N1,6.721246399047171,Train
777,CS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,6.869827140916545,Train
778,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,7.209996479609511,Train
779,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,8.301029995663981,Train
780,CS(=O)(=O)c1ccc(-c2sc(-c3cccnc3)nc2-c2ccc(F)cc2)cc1,6.366531544420413,Train
781,CS(=O)(=O)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,6.508638306165727,Train
782,COc1ccc(OC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,7.397940008672037,Train
783,C#CCSc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,6.4089353929735005,Train
784,Cc1cc(=O)c(Cc2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,5.1938200260161125,Train
785,Cc1c(NC(=O)[C@@H](c2ccc(-c3cncc(Cl)c3)cc2)C2CCCC2)cccc1N(C)CC(=O)O,7.359518563029578,Train
786,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,5.337242168318426,Train
787,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccccc4)n3)c2)CCOCC1,6.214670164989233,Train
788,Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,5.688222836588247,Train
789,CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,7.027334407733889,Train
790,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,8.699513552156626,Train
