feature,pubchem_bit,permutation_importance_mean,permutation_importance_std
PubchemFP798,798,-0.00041924164220510376,0.00023606177986828904
PubchemFP345,345,-0.0004303738201326679,0.001708032287895532
PubchemFP21,21,-0.0004528891389437795,3.7086520727049435e-05
PubchemFP641,641,-0.0004836749907688676,0.00026352740176549923
PubchemFP405,405,-0.0004914689176861553,0.0003355196644543064
PubchemFP721,721,-0.0004949429599156785,0.00021516895203784137
PubchemFP359,359,-0.0004949521596033124,0.0002332623924736954
PubchemFP331,331,-0.0004954925794529053,0.000235831981514655
PubchemFP507,507,-0.0005130045992868037,0.0005862152589300146
PubchemFP619,619,-0.00051721910633854,0.00028483790197271415
