feature,pubchem_bit,mean_abs_SHAP,permutation_importance_mean,permutation_importance_std,definition
PubchemFP637,637,0.0016519708384689221,-0.0003818773632622618,0.00022539780754705812,O-C-C-C-C
PubchemFP451,451,0.0016490213865861959,4.236156602622776e-05,0.0004841456754649569,C(-N)(=O)
PubchemFP818,818,0.0016213156279080076,-1.1618909886634832e-05,0.0006570426133228035,CC1C(C)CCCC1
PubchemFP566,566,0.0016175783020087613,-0.00017163341919625985,0.0004527783413230419,O-C-C-N
PubchemFP442,442,0.0016169285646600753,0.0005456114163920889,0.0004053267027793405,C(-C)(=N)
PubchemFP440,440,0.0016152125964352681,-0.0003093184722795628,0.0003397359333051182,C(-C)(-O)(=O)
PubchemFP419,419,0.0016130223063579676,0.0001259121508496497,0.00015794298146099836,C#N
PubchemFP479,479,0.0016094673492977958,0.00027600256521612685,8.171829447598676e-05,S-C-S-C
PubchemFP461,461,0.001586360212582356,0.0004168450806872448,0.0003965595750000321,O-C-C=N
PubchemFP548,548,0.0015727653244792346,-0.00016768824188734266,0.0001700529050518062,O-C-C:C
PubchemFP573,573,0.001567167112781665,-8.83863878827107e-05,0.00034897824094262165,O-C-C=C
PubchemFP662,662,0.001561920756045215,0.000647419114689085,0.00020432109815563435,O-C-C-O-C
PubchemFP286,286,0.0015530697956247523,-0.000803268892943132,0.0005764510475160371,C-O
PubchemFP379,379,0.00152212431762616,0.0010671517062743273,0.0001733761391093891,C(~N)(:N)
PubchemFP188,188,0.0015058655761134416,0.000197030613503546,0.00047451772664508783,>= 2 saturated or aromatic heteroatom-containing ring size 6
PubchemFP285,285,0.0015023773892599642,0.0004978420668537153,0.00022470000345265967,C-N
PubchemFP729,729,0.0014965053893292181,0.0010939997848705475,0.0005696181409237042,Nc1ccc(Cl)cc1
PubchemFP762,762,0.001496474682408712,5.290348561077795e-05,1.5370023514703243e-05,Oc1c(S)cccc1
PubchemFP555,555,0.0014822689230410903,0.0001046482017471817,0.0003664572993009567,N=C-C=C
PubchemFP639,639,0.0014714532905775021,0.0012179605050204989,0.001416010339042934,O-C-C-C-O
PubchemFP439,439,0.0014584922935538661,0.00014335382865080515,0.0003769614438639441,C(-C)(-N)(=O)
PubchemFP534,534,0.0014431098722826022,0.0003037839547007204,4.3598049176526077e-05,S-C:C-O
PubchemFP569,569,0.0014402701991666758,-8.64539669554798e-05,0.0002313094260434393,N-C-C-N
PubchemFP380,380,0.0014245033054175631,4.108086200032002e-05,0.00048000628959554324,C(~O)(~O)
PubchemFP376,376,0.0013997505372339363,2.5974628376157493e-05,0.0001256149034157959,C(~N)(:C)
PubchemFP417,417,0.0013694777598673284,0.0006989756460880181,0.0002469096628889618,C#C
PubchemFP654,654,0.0013683849803181713,0.00023093131803425537,0.00018379734504844056,N-C-N-C-C
PubchemFP358,358,0.0013664856642360305,0.00025888079338380886,0.00022391995219069608,C(~C)(:N)
PubchemFP580,580,0.001363144164841626,4.4820569352810315e-05,0.0003159789890699855,O=C-C-C-N
PubchemFP686,686,0.0013572544237519407,-0.0002507073772729185,0.00013182345482478858,O=C-C-C-C-O
PubchemFP607,607,0.001349639651443641,-0.00010476548469610104,0.00014821249068082873,N-C-C-C:C
PubchemFP352,352,0.001326444040197337,-0.0003073424000094027,0.00042776976100165854,C(~C)(~O)
PubchemFP491,491,0.0013126834159731897,-8.945116615832749e-05,0.00023370476294672072,C-N:C-[#1]
PubchemFP756,756,0.0013067565968030513,5.144066194359143e-05,0.0004215272319943777,Cc1c(O)cccc1
PubchemFP449,449,0.0013036537380486351,-9.24069886727108e-05,0.00016088022989184644,C(-N)(=C)
PubchemFP514,514,0.0013011662423939579,-4.797898788092558e-05,0.0003459546544178699,O-N-C-C
PubchemFP703,703,0.0012786157696832773,-0.00022861875387316654,0.00022674858754197498,O-C-C-C-C-C(N)-C
PubchemFP328,328,0.0012749113147599912,4.780125414434177e-05,0.00013278223384694286,C(~Br)(~C)(~C)
PubchemFP839,839,0.0012736705305691652,-0.002671429660451774,0.0009286680319189,CC1CC(C)CC1
PubchemFP538,538,0.0012710882809032504,0.00027366890572734227,0.00034906701093011206,N=C-C-C
PubchemFP301,301,0.001266605570562885,-4.763266519446363e-05,0.00039050794108018997,N-O
PubchemFP517,517,0.0012632245578229522,3.304563540738048e-05,8.135470945495813e-05,N-N-C-N
PubchemFP676,676,0.0012600070524147844,0.0002785892054045336,5.7660850230136275e-05,N#C-C-C-C
PubchemFP568,568,0.0012582881967558488,2.7030299276087355e-05,7.968416268204644e-05,N#C-C-C
PubchemFP460,460,0.0012524913594887561,0.00026591461075402555,0.0001016831869458804,C-C-C#C
PubchemFP567,567,0.001249683178778558,0.000740979129773256,0.00017037622124898842,O-C-C-O
PubchemFP711,711,0.0012394800081024135,-0.0019910611311909853,0.0007254439836714863,C-C(C)(C)-C-C
PubchemFP373,373,0.0012318716096371318,-0.00013163195896648272,0.00016688905265730154,C(~H)(:N)
PubchemFP334,334,0.0012296031038651705,-0.0011376186701380852,0.0006623410263374701,C(~C)(~C)(~C)(~C)
PubchemFP473,473,0.0012259671077792075,1.8393534690941403e-05,0.0002656117693413477,S-C:N:C
PubchemFP800,800,0.001212413047003685,-0.00035289061234757837,0.00038384598819545657,CC1CC(N)CCC1
PubchemFP46,46,0.0012112174854961876,9.778360225287664e-06,5.608478718843054e-05,>= 1 I
PubchemFP492,492,0.0012018191323510611,0.00021071508714285426,0.00012105411751706689,N-C:O:C
PubchemFP504,504,0.001199386526996532,0.0007114594650358463,0.00011991825697074248,N:C:N-C
PubchemFP819,819,0.0011981149538193231,8.846263109891783e-05,0.0004935980502311043,CC1C(O)CCCC1
PubchemFP596,596,0.0011886521585985255,0.0007896725870359056,7.72720730149596e-05,N=C-N-C-C
PubchemFP187,187,0.0011867805404616172,0.00012746713075267868,0.00014159058241611046,>= 2 saturated or aromatic nitrogen-containing ring size 6
PubchemFP359,359,0.001186108685978867,-0.0004949521596033124,0.0002332623924736954,C(~C)(:N)(:N)
PubchemFP502,502,0.0011734569008585562,-9.644080425176282e-05,0.0003528354004718205,N-C=C-[#1]
PubchemFP466,466,0.0011722710871157358,0.0001427673993505074,0.0001894095980487354,N#C-C=C
PubchemFP353,353,0.0011697375310130097,0.00046763976002783814,0.00021688588069845171,C(~C)(~S)
