Descriptor,Model,Full_train_R2,Full_train_RMSE,Full_train_MAE,External_R2,External_RMSE,External_MAE,External_n
pubchem,RandomForest,0.9261441226770698,0.34195573437116505,0.22459338107368046,0.5090865867729915,0.41645495522049697,0.3499776788443495,58
